id;codigo;codigo_pesq;descricao;grupo_cofap;linha;posicao;unidade;foto;foto2;foto3;observacao;texto_busca
6554;SEC10020;SEC10020;SEMIEIXO;SEMIEIXOS;COMPLETO;DIANTEIRA DIREITA;;SEC10020.jpg;;;; SEC10020 SEMIEIXO NJH38-469S NJH38469S HONDA CIVIC COM ABS - CAMBIO MANUAL  SEMIEIXO COMPLETO DIANTEIRA DIREITA NAKATA NJH38-469S
6555;BPC19302;BPC19302;BOLSA PNEUMÁTICA;BOLSAS PNEUMÁTICAS;;EIXO;;BPC19302.jpg;;;; BPC19302 BOLSA PNEUMATICA 3027272 70377054 VOLVO B-10 M / K B-340 R  BOLSA PNEUMATICA  EIXO ORIGINAL 3027272 ORIGINAL 70377054
6556;BPC99300;BPC99300;BOLSA PNEUMÁTICA;BOLSAS PNEUMÁTICAS;;EIXO;;BPC99300.jpg;;;; BPC99300 BOLSA PNEUMATICA DIVERSAS FOLE PNEUMATICO  BOLSA PNEUMATICA  EIXO 
6557;PFC220034;PFC220034;PASTILHA PARA FREIO;PASTILHAS PARA FREIO;PASTILHAS DE CERÂMICA;DIANTEIRA;;PFC220034.jpg;;;; PFC220034 PASTILHA PARA FREIO 1385C 2080/2016 20802016 N-1324C N1324C PW663 TOYOTA HILUX 4X2  PASTILHA PARA FREIO PASTILHAS DE CERAMICA DIANTEIRA REGISTRO INMETRO 2080/2016 SYL 1385C COBREQ N-1324C WILLTEC PW663
6558;GB48429;GB48429;AMORTECEDOR;AMORTECEDORES;TURBOGAS;TRASEIRA;;GB48429.jpg;;;; GB48429 AMORTECEDOR 349024 3541/2012 35412012 4853142301 4853142480 TOYOTA RAV4 (EXCETO HIBRIDO)  AMORTECEDOR TURBOGAS TRASEIRA ORIGINAL 4853142301 ORIGINAL 4853142480 REGISTRO INMETRO 3541/2012 KYB 349024
6559;GP33450;GP33450;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA DIREITA;;GP33450.jpg;;;; GP33450 AMORTECEDOR 339334 3542/2012 35422012 4851080821 TOYOTA RAV4 (EXCETO HIBRIDO)  AMORTECEDOR TURBOGAS DIANTEIRA DIREITA ORIGINAL 4851080821 REGISTRO INMETRO 3542/2012 KYB 339334
6560;GP33451;GP33451;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA ESQUERDA;;GP33451.jpg;;;; GP33451 AMORTECEDOR 339335 3542/2012 35422012 4852080497 TOYOTA RAV4 (EXCETO HIBRIDO)  AMORTECEDOR TURBOGAS DIANTEIRA ESQUERDA ORIGINAL 4852080497 REGISTRO INMETRO 3542/2012 KYB 339335
6561;GP33532;GP33532;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA DIREITA;;GP33532.jpg;;;; GP33532 AMORTECEDOR 26442895 3542/2012 35422012 52171886 HG 41517 HG41517 CHEVROLET MONTANA  AMORTECEDOR TURBOGAS DIANTEIRA DIREITA ORIGINAL 26442895 REGISTRO INMETRO 3542/2012 NAKATA HG 41517 ORIGINAL 52171886
6562;GP33533;GP33533;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA ESQUERDA;;GP33533.jpg;;;; GP33533 AMORTECEDOR 26442894 3542/2012 35422012 52171885 HG 41518 HG41518 CHEVROLET MONTANA  AMORTECEDOR TURBOGAS DIANTEIRA ESQUERDA ORIGINAL 26442894 REGISTRO INMETRO 3542/2012 NAKATA HG 41518 ORIGINAL 52171885
6563;45899;45899;AMORTECEDOR;AMORTECEDORES;SUPER;TRASEIRA;;45899.jpg;;;; 45899 AMORTECEDOR 3541/2012 35412012 45349 A9793260400 AC 42013 AC42013 MERCEDES-BENZ 815 LO 816 916 LO - MICRO-ONIBUS EURO V  AMORTECEDOR SUPER TRASEIRA ORIGINAL A9793260400 REGISTRO INMETRO 3541/2012 CODIGO ANTIGO 45349 NAKATA AC 42013
6564;B.48464;B48464;AMORTECEDOR;AMORTECEDORES;SUPER;TRASEIRA;;B.48464.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO SPA CÓDIGO SB27448; B.48464 B48464 AMORTECEDOR 1135130311 15728 1956/2018 19562018 334019MM 334728MM 37728 AC 25003 AC25003 B.47509 B47509 VOLKSWAGEN KOMBI  AMORTECEDOR SUPER TRASEIRA MONROE 15728 MONROE 334728MM MONROE 37728 NAKATA AC 25003 ORIGINAL 1135130311 REGISTRO INMETRO 1956/2018 MONROE 334019MM CODIGO ANTIGO B.47509
6565;GB27719;GB27719;AMORTECEDOR;AMORTECEDORES;TURBOGAS;CABINE DIANTEIRA;;GB27719.jpg;;;; GB27719 AMORTECEDOR 2023667 SCANIA SERIE 5 G - FORA DE ESTRADA P R - FORA DE ESTRADA  AMORTECEDOR TURBOGAS CABINE DIANTEIRA ORIGINAL 2023667
6566;GB48487;GB48487;AMORTECEDOR;AMORTECEDORES;TURBOGAS;CABINE TRASEIRA;;GB48487.jpg;;;; GB48487 AMORTECEDOR 1960501 ST 355 ST355 DAF CF 85.360 CF 85.410  AMORTECEDOR TURBOGAS CABINE TRASEIRA ORIGINAL 1960501 SUSPENTECH ST 355
6567;GB48488;GB48488;AMORTECEDOR;AMORTECEDORES;TURBOGAS;CABINE DIANTEIRA;;GB48488.jpg;;;; GB48488 AMORTECEDOR 1960500 DAF CF 85.360 CF 85.410  AMORTECEDOR TURBOGAS CABINE DIANTEIRA ORIGINAL 1960500
6568;GP30648;GP30648;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA DIREITA;;GP30648.jpg;;;; GP30648 AMORTECEDOR 3542/2012 35422012 9842180380 HG 41525 HG41525 CITROEN C3  AMORTECEDOR TURBOGAS DIANTEIRA DIREITA ORIGINAL 9842180380 REGISTRO INMETRO 3542/2012 NAKATA HG 41525
6569;GP30649;GP30649;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA ESQUERDA;;GP30649.jpg;;;; GP30649 AMORTECEDOR 3542/2012 35422012 9842171180 HG 41526 HG41526 CITROEN C3  AMORTECEDOR TURBOGAS DIANTEIRA ESQUERDA ORIGINAL 9842171180 REGISTRO INMETRO 3542/2012 NAKATA HG 41526
6570;L.13848;L13848;AMORTECEDOR;AMORTECEDORES;SUPER;TRASEIRA;;L.13848.jpg;;;; L.13848 L13848 AMORTECEDOR 6025.014.084.00.9 6025014084009 6934/2020 69342020 AGRALE VOLARE V8L 4X4  AMORTECEDOR SUPER TRASEIRA ORIGINAL 6025.014.084.00.9 REGISTRO INMETRO 6934/2020
6571;MGC16284;MGC16284;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;CAPÔ DO MOTOR;;MGC16284.jpg;;;; MGC16284 MOLA A GAS CHEVROLET BLAZER TODOS OS MODELOS S10  MOLA A GAS MOLA A GAS CAPO DO MOTOR 
6572;L.13846;L13846;AMORTECEDOR;AMORTECEDORES;SUPER;DIANTEIRA;;L.13846.jpg;;;; L.13846 L13846 AMORTECEDOR 23K413031C 2V3413031B 2V3413031C 2V3413031E 2V3413031L 2V5413031F 3541/2012 35412012 L.13300 L13300 L.13664 L13664 MAN VOLKSWAGEN 20.480 CONSTELLATION 25.460 CONSTELLATION TRACTOR 25.480 28.460 METEOR 28.480 29.520 29.530 33.460 33.480 CONSTELLATION TRACTOR OFF-ROAD TGX 28.440 TGX 28.480 TGX 29.440  AMORTECEDOR SUPER DIANTEIRA ORIGINAL 2V5413031F REGISTRO INMETRO 3541/2012 ORIGINAL 2V3413031B ORIGINAL 2V3413031C ORIGINAL 2V3413031E ORIGINAL 2V3413031L CODIGO ANTIGO L.13300 CODIGO ANTIGO L.13664 ORIGINAL 23K413031C
6573;SEC01421;SEC01421;SEMIEIXO;SEMIEIXOS;COMPLETO;TRASEIRA ESQUERDA;;SEC01421.jpg;;;; SEC01421 SEMIEIXO 3Q0501203B VOLKSWAGEN TIGUAN ALLSPACE  SEMIEIXO COMPLETO TRASEIRA ESQUERDA ORIGINAL 3Q0501203B
6574;SEC01422;SEC01422;SEMIEIXO;SEMIEIXOS;COMPLETO;TRASEIRA DIREITA;;SEC01422.jpg;;;; SEC01422 SEMIEIXO 3Q0501204B VOLKSWAGEN TIGUAN ALLSPACE  SEMIEIXO COMPLETO TRASEIRA DIREITA ORIGINAL 3Q0501204B
6575;CRC02000;CRC02000;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO - COM ABS;DIANTEIRA;;CRC02000.jpg;;;; CRC02000 CUBO DE RODA 7136680200 AL-199 AL199 NKF8315 MERCEDES-BENZ SPRINTER 311 415 515  CUBO DE RODA COM ROLAMENTO - COM ABS DIANTEIRA IMA AL-199 NAKATA NKF8315 ORIGINAL 7136680200
6576;CRC17006;CRC17006;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO - COM ABS;TRASEIRA;;CRC17006.jpg;;;; CRC17006 CUBO DE RODA 98190774780 AL-237 AL237 NKF8286 CITROEN PEUGEOT EXPERT JUMPY  CUBO DE RODA COM ROLAMENTO - COM ABS TRASEIRA IMA AL-237 NAKATA NKF8286 ORIGINAL 98190774780
6577;CRC24005;CRC24005;CUBO DE RODA;CUBOS DE RODA;SEM ROLAMENTO - SEM ABS;TRASEIRA;;CRC24005.jpg;;;; CRC24005 CUBO DE RODA 33416760058 NKF8291 BMW 130I X1  CUBO DE RODA SEM ROLAMENTO - SEM ABS TRASEIRA NAKATA NKF8291 ORIGINAL 33416760058
6578;CRC36001;CRC36001;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO;DIANTEIRA;;CRC36001.jpg;;;; CRC36001 CUBO DE RODA 1437643 8G912C300 LAND ROVER FREELANDER 2  CUBO DE RODA COM ROLAMENTO DIANTEIRA ORIGINAL 1437643 ORIGINAL 8G912C300
6579;CRC36002;CRC36002;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO;DIANTEIRA;;CRC36002.jpg;;;; CRC36002 CUBO DE RODA 18847 9329002K AL-564 AL564 HFCD404 LR014147 RFM500010 LAND ROVER DISCOVERY 3 FREELANDER RANGE ROVER SPORT I, II  CUBO DE RODA COM ROLAMENTO DIANTEIRA HIPPER FREIOS HFCD404 IMA AL-564 IRB 18847 ORIGINAL 9329002K ORIGINAL LR014147 ORIGINAL RFM500010
6580;CRC57000;CRC57000;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO - COM ABS;DIANTEIRA;;CRC57000.jpg;;;; CRC57000 CUBO DE RODA 18558 4779706AB 52122190AB AL-558 AL558 HFCD716 DODGE RAM RAM 2500  CUBO DE RODA COM ROLAMENTO - COM ABS DIANTEIRA HIPPER FREIOS HFCD716 IMA AL-558 IRB 18558 ORIGINAL 4779706AB ORIGINAL 52122190AB
6581;PSC04025M;PSC04025M;PIVÔ DE SUSPENSÃO;PIVÔS DE SUSPENSÃO;;DIANTEIRA;;PSC04025M.jpg;;;; PSC04025M PIVO DE SUSPENSAO 26262065 503461 N93102 PVI0301 CHEVROLET MONTANA ONIX ONIX PLUS TRACKER  PIVO DE SUSPENSAO  DIANTEIRA NAKATA N93102 ORIGINAL 26262065 PERFECT PVI0301 VIEMAR 503461
6582;PSC39003M;PSC39003M;PIVÔ DE SUSPENSÃO;PIVÔS DE SUSPENSÃO;;DIANTEIRA SUPERIOR;;PSC39003M.jpg;;;; PSC39003M PIVO DE SUSPENSAO 4010A015 503203 JBJ7547 N 99583 N99583 PVS9162 MITSUBISHI L200 TRITON PAJERO CLASSIC DAKAR FULL NATIVA SPORT  PIVO DE SUSPENSAO  DIANTEIRA SUPERIOR NAKATA N 99583 ORIGINAL 4010A015 PERFECT PVS9162 TRW JBJ7547 VIEMAR 503203
6583;TAC22010M;TAC22010M;TERMINAL AXIAL;TERMINAIS AXIAIS;;DIANTEIRA;;TAC22010M.jpg;;;; TAC22010M TERMINAL AXIAL 455100D460 680659 9062/2014 90622014 BRD0717 TOYOTA YARIS  TERMINAL AXIAL  DIANTEIRA ORIGINAL 455100D460 PERFECT BRD0717 REGISTRO INMETRO 9062/2014 VIEMAR 680659
6584;BTC17117;BTC17117;BIELETA;BIELETAS;AÇO;DIANTEIRA;;BTC17117.jpg;;;; BTC17117 BIELETA 9824652580 PEUGEOT 208 3ª GERACAO  BIELETA ACO DIANTEIRA ORIGINAL 9824652580
6585;BTC22122;BTC22122;BIELETA;BIELETAS;AÇO;TRASEIRA;;BTC22122.jpg;;;; BTC22122 BIELETA 488300-02030 48830002030 TOYOTA COROLLA  BIELETA ACO TRASEIRA ORIGINAL 488300-02030
6586;BTC84001;BTC84001;BIELETA;BIELETAS;AÇO;DIANTEIRA;;BTC84001.jpg;;;; BTC84001 BIELETA 11663979-00 1166397900 1347771-00 134777100 2906020 2906100 SEH2906100 TA-2906020B TA2906020B BYD DOLPHIN KING SEAL YUAN PLUS YUAN PRO  BIELETA ACO DIANTEIRA ORIGINAL 11663979-00 ORIGINAL SEH2906100 ORIGINAL TA-2906020B ORIGINAL 1347771-00 ORIGINAL 2906020 ORIGINAL 2906100
6587;BTC84002;BTC84002;BIELETA;BIELETAS;AÇO;TRASEIRA;;BTC84002.jpg;;;; BTC84002 BIELETA 11935499-00 1193549900 BYD SONG PLUS  BIELETA ACO TRASEIRA ORIGINAL 11935499-00
6589;GB48508;GB48508;AMORTECEDOR;AMORTECEDORES;TURBOGAS;TRASEIRA;;GB48508.jpg;;;; GB48508 AMORTECEDOR 011021/2023 110212023 27299 379299SP CA340278 HG 41285 HG41285 MITSUBISHI L200 TRITON  AMORTECEDOR TURBOGAS TRASEIRA MONROE 27299 MONROE 379299SP NAKATA HG 41285 ORIGINAL CA340278 REGISTRO INMETRO 011021/2023
6592;MGC16179;MGC16179;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA DO MOTOR;;MGC16179.jpg;;;; MGC16179 MOLA A GAS 2R2823359 VOLKSWAGEN CONSTELLATION CAMINHOES  MOLA A GAS MOLA A GAS TAMPA DO MOTOR ORIGINAL 2R2823359
6593;MGC16473;MGC16473;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;PORTA TRASEIRA;;MGC16473.jpg;;;; MGC16473 MOLA A GAS 51791703 MG16599 FIAT UNO MILLE - TODOS OS MODELOS  MOLA A GAS MOLA A GAS PORTA TRASEIRA NAKATA MG16599 ORIGINAL 51791703
6594;MGC16537;MGC16537;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;PORTA MALAS;;MGC16537.jpg;;;; MGC16537 MOLA A GAS 16537 5U6 827 550 5U6827550 MG17129 VOLKSWAGEN GOL 5ª GERACAO / 6ª GERACAO - TODOS OS MODELOS  MOLA A GAS MOLA A GAS PORTA MALAS NAKATA MG17129 ORIGINAL 5U6 827 550 CODIGO ANTIGO 16537
6595;CRC04034;CRC04034;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO - COM ABS;DIANTEIRA / TRASEIRA;;CRC04034.jpg;;;; CRC04034 CUBO DE RODA 13507355 13517641 135407355 AL-4046 AL4046 HFCD308 CHEVROLET EQUINOX 4X2 4X4  CUBO DE RODA COM ROLAMENTO - COM ABS DIANTEIRA / TRASEIRA HIPPER FREIOS HFCD308 IMA AL-4046 ORIGINAL 13507355 ORIGINAL 13517641 ORIGINAL 135407355
6596;CRC12003;CRC12003;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO;DIANTEIRA;;CRC12003.jpg;;;; CRC12003 CUBO DE RODA 93810034 AL-680 AL680 HFCD72B NKF8181 IVECO DAILY 59.12 DAILY 60.12 DAILY 60.13 DAILY 70.12 DAILY 70.13  CUBO DE RODA COM ROLAMENTO DIANTEIRA HIPPER FREIOS HFCD72B IMA AL-680 NAKATA NKF8181 ORIGINAL 93810034
6597;CRC36003;CRC36003;CUBO DE RODA;CUBOS DE RODA;SEM ROLAMENTO;TRASEIRA;;CRC36003.jpg;;;; CRC36003 CUBO DE RODA RUC500120 LAND ROVER RANGE ROVER SPORT SPORT I SPORT II  CUBO DE RODA SEM ROLAMENTO TRASEIRA ORIGINAL RUC500120
6598;CRC52003;CRC52003;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO;DIANTEIRA;;CRC52003.jpg;;;; CRC52003 CUBO DE RODA 68088498AD 68088499AD K68088498AD JEEP COMPASS  CUBO DE RODA COM ROLAMENTO DIANTEIRA ORIGINAL 68088498AD ORIGINAL 68088499AD ORIGINAL K68088498AD
6599;JHC03137;JHC03137;JUNTA HOMOCINÉTICA FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;FIXA;DIANTEIRA - LADO RODA;;JHC03137.jpg;;;; JHC03137 JUNTA HOMOCINETICA FIXA K68100422AF K68100423AF NJH33-0393 NJH330393 FIAT 500  JUNTA HOMOCINETICA FIXA FIXA DIANTEIRA - LADO RODA NAKATA NJH33-0393 ORIGINAL K68100422AF ORIGINAL K68100423AF
6600;JHC36001;JHC36001;JUNTA HOMOCINÉTICA FIXA;JUNTAS HOMOCINÉTICAS FIXAS E KITS REPARO;FIXA;DIANTEIRA - LADO RODA;;JHC36001.jpg;;;; JHC36001 JUNTA HOMOCINETICA FIXA AL-1773 AL1773 LR003159 NJH30-0716 NJH300716 LAND ROVER VOLVO FREELANDER 2 XC60  JUNTA HOMOCINETICA FIXA FIXA DIANTEIRA - LADO RODA IMA AL-1773 NAKATA NJH30-0716 ORIGINAL LR003159
6602;KSC04130S;KSC04130S;KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;KSC04130S.jpg;;;; KSC04130S KIT SUSPENSAO SK389S CHEVROLET TRACKER  KIT SUSPENSAO  DIANTEIRA SAMPEL SK389S
6603;KSC22209S;KSC22209S;KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;KSC22209S.jpg;;;; KSC22209S KIT SUSPENSAO SK91021S TOYOTA COROLLA  KIT SUSPENSAO  DIANTEIRA SAMPEL SK91021S
6604;KSC51001S;KSC51001S;KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;KSC51001S.jpg;;;; KSC51001S KIT SUSPENSAO CHERY TIGGO 5X TIGGO 7 TIGGO 8  KIT SUSPENSAO  DIANTEIRA 
6605;KSC63003S;KSC63003S;KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;KSC63003S.jpg;;;; KSC63003S KIT SUSPENSAO SK906S JAC MOTORS J3  KIT SUSPENSAO  DIANTEIRA SAMPEL SK906S
6606;TKC04130;TKC04130;TOP KIT SUSPENSÃO;KIT E TOP KIT SUSPENSÃO;;DIANTEIRA;;TKC04130.jpg;;;; TKC04130 TOP KIT SUSPENSAO SK388S CHEVROLET TRACKER  TOP KIT SUSPENSAO  DIANTEIRA SAMPEL SK388S
6607;GB48503;GB48503;AMORTECEDOR;AMORTECEDORES;TURBOGAS;TRASEIRA;;GB48503.jpg;;;; GB48503 AMORTECEDOR 3541/2012 35412012 CN15/18097/BC/ CN1518097BC HG41278 SP345 FORD ECOSPORT 4X4  AMORTECEDOR TURBOGAS TRASEIRA MONROE SP345 NAKATA HG41278 ORIGINAL CN15/18097/BC/ REGISTRO INMETRO 3541/2012
6608;B.27708;B27708;AMORTECEDOR;AMORTECEDORES;SUPER;CABINE TRASEIRA;;B.27708.jpg;;;; B.27708 B27708 AMORTECEDOR 20496217 8078547 ST077 VOLVO NH TODOS  AMORTECEDOR SUPER CABINE TRASEIRA ORIGINAL 20496217 ORIGINAL 8078547 SUSPENTECH ST077
6609;B.27722;B27722;AMORTECEDOR;AMORTECEDORES;SUPER;CABINE DIANTEIRA;;B.27722.jpg;;;; B.27722 B27722 AMORTECEDOR 281700004752 315 703 315703 319 769 319769 5801230080 5802707614 ST367 IVECO CURSOR 330 TECTOR 150E21 TECTOR 17-280 NOVO TECTOR 17-300 TECTOR 170E21 TECTOR 170E22 TECTOR 170E28 TECTOR 24-280 TECTOR 24-300 TECTOR 240E22 TECTOR 240E28 TECTOR 260E28 TECTOR 260E30 TECTOR 31-300 TECTOR 310E28 TECTOR 310E30  AMORTECEDOR SUPER CABINE DIANTEIRA ORIGINAL 281700004752 ORIGINAL 5801230080 ORIGINAL 5802707614 SUSPENTECH ST367 SACHS 315 703 SACHS 319 769
6610;GB48499;GB48499;AMORTECEDOR;AMORTECEDORES;TURBOGAS;CABINE DIANTEIRA;;GB48499.jpg;;;; GB48499 AMORTECEDOR 731700001539 97383885 AC 43013 AC43013 CB0219 ST362 IVECO HI-WAY CAMINHAO  AMORTECEDOR TURBOGAS CABINE DIANTEIRA ORIGINAL 731700001539 ORIGINAL 97383885 MONROE CB0219 NAKATA AC 43013 SUSPENTECH ST362
6611;GL13819;GL13819;AMORTECEDOR;AMORTECEDORES;TURBOGAS;TRASEIRA;;GL13819.jpg;;;; GL13819 AMORTECEDOR 23M513031B 23M513031C 3541/2012 35412012 VOLKSWAGEN E-DELIVERY CAMINHAO  AMORTECEDOR TURBOGAS TRASEIRA ORIGINAL 23M513031B ORIGINAL 23M513031C REGISTRO INMETRO 3541/2012
6612;MGC16823;MGC16823;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA TRASEIRA;;MGC16823.jpg;;;; MGC16823 MOLA A GAS 9686809480 CITROEN DS5  MOLA A GAS MOLA A GAS TAMPA TRASEIRA ORIGINAL 9686809480
6613;MGC16824;MGC16824;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA TRASEIRA;;MGC16824.jpg;;;; MGC16824 MOLA A GAS J72-6309010 J726309010 CHERY ICAR  MOLA A GAS MOLA A GAS TAMPA TRASEIRA ORIGINAL J72-6309010
6614;CRC18008;CRC18008;CUBO DE RODA;CUBOS DE RODA;COM ROLAMENTO - COM ABS;TRASEIRA;;CRC18008.jpg;;;; CRC18008 CUBO DE RODA 432100013R HFCT843A NKF8295 ROL-432107045R ROL432107045R RENAULT MASTER  CUBO DE RODA COM ROLAMENTO - COM ABS TRASEIRA HIPPER FREIOS HFCT843A NAKATA NKF8295 ORIGINAL 432100013R ORIGINAL ROL-432107045R
6615;45898;45898;AMORTECEDOR;AMORTECEDORES;SUPER;TRASEIRA;;45898.jpg;;;; 45898 AMORTECEDOR 3541/2012 35412012 45228 65482 A9583261300 MERCEDES-BENZ ATEGO 1518 ATEGO 1718 ATEGO 1725 ATEGO 1726 4X2 / 4X4 ATEGO 1729  AMORTECEDOR SUPER TRASEIRA MONROE 65482 REGISTRO INMETRO 3541/2012 CODIGO ANTIGO 45228 ORIGINAL A9583261300
6617;L.13831;L13831;AMORTECEDOR;AMORTECEDORES;SUPER;TRASEIRA;;L.13831.jpg;;;; L.13831 L13831 AMORTECEDOR 2375130311 334437MM 54437 6934/2020 69342020 AC 30786 AC30786 AC 30831 AC30831 VOLKSWAGEN KOMBI COM PORTA CORREDICA  AMORTECEDOR SUPER TRASEIRA MONROE 334437MM MONROE 54437 NAKATA AC 30786 NAKATA AC 30831 ORIGINAL 2375130311 REGISTRO INMETRO 6934/2020
6618;MGC16246;MGC16246;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;PORTA MALAS;;MGC16246.jpg;;;; MGC16246 MOLA A GAS MG 17075 MG17075 VOLKSWAGEN KOMBI TODOS OS MODELOS  MOLA A GAS MOLA A GAS PORTA MALAS NAKATA MG 17075
6619;SGB27608;SGB27608;AMORTECEDOR;AMORTECEDORES;SPA - TURBOGAS;TRASEIRA;;SGB27608.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO TURBOGAS CÓDIGO GB27608; SGB27608 AMORTECEDOR 52052307 52128183 52152970  52152970 52152971 6934/2020 69342020 HG 31214 HG31214 HG 31215 HG31215 SP120 CHEVROLET JOY HATCH JOY PLUS SEDAN ONIX EXCETO ACTIV PRISMA 2ª GERACAO SONIC TODOS OS MODELOS  AMORTECEDOR SPA - TURBOGAS TRASEIRA MONROE SP120 NAKATA HG 31214 NAKATA HG 31215 ORIGINAL 52052307 ORIGINAL 52128183 ORIGINAL 52152970  ORIGINAL 52152971 REGISTRO INMETRO 6934/2020
6620;SGB48304;SGB48304;AMORTECEDOR;AMORTECEDORES;SPA - TURBOGAS;TRASEIRA;;SGB48304.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO TURBOGAS CÓDIGO GB48304; SGB48304 AMORTECEDOR 011021/2023 110212023 48530 0DF30 485300DF30 48530 OD410 48530OD410 485300D400 485300D420 HG 41268 HG41268 SP004 TOYOTA ETIOS TODOS OS MODELOS  AMORTECEDOR SPA - TURBOGAS TRASEIRA MONROE SP004 NAKATA HG 41268 ORIGINAL 48530 0DF30 ORIGINAL 48530 OD410 ORIGINAL 485300D400 ORIGINAL 485300D420 REGISTRO INMETRO 011021/2023
6621;SGL12380;SGL12380;AMORTECEDOR;AMORTECEDORES;SPA - TURBOGAS;TRASEIRA;;SGL12380.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO TURBOGAS CÓDIGO GL12380; SGL12380 AMORTECEDOR 27024 340080 465389940 6934/2020 69342020 7090792 HG 36031 HG36031 FIAT STRADA TODOS OS MODELOS - EXCETO ADVENTURE III LOCKER (EXCETO 2º GERACAO)  AMORTECEDOR SPA - TURBOGAS TRASEIRA KYB 340080 MONROE 27024 NAKATA HG 36031 ORIGINAL 465389940 ORIGINAL 7090792 REGISTRO INMETRO 6934/2020
6622;SGP30527;SGP30527;AMORTECEDOR;AMORTECEDORES;SPA - TURBOGAS;DIANTEIRA;;SGP30527.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO TURBOGAS CÓDIGO GP30527; SGP30527 AMORTECEDOR 011023/2023 110232023 48510 D390 C 48510D390C 485100D390 485100DE90 HG 41267 HG41267 TOYOTA ETIOS TODOS OS MODELOS - CAMBIO 5 MARCHAS (EXCETO CROSS)  AMORTECEDOR SPA - TURBOGAS DIANTEIRA NAKATA HG 41267 ORIGINAL 48510 D390 C ORIGINAL 485100D390 ORIGINAL 485100DE90 REGISTRO INMETRO 011023/2023
6623;MGC16482;MGC16482;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;PORTA MALAS;;MGC16482.jpg;;;; MGC16482 MOLA A GAS 16482 51894339 MG 17173 MG17173 FIAT UNO NOVO - TODOS OS MODELOS  MOLA A GAS MOLA A GAS PORTA MALAS ORIGINAL 51894339 CODIGO ANTIGO 16482 NAKATA MG 17173
6624;MGC16628;MGC16628;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA TRASEIRA;;MGC16628.jpg;;;; MGC16628 MOLA A GAS 81770 1S010 817701S010 81770 1S011 817701S011 81780 1S010 817801S010 81780 1S011 817801S011 MG17278 HYUNDAI HB20 HATCH - TODOS OS MODELOS HB20X  MOLA A GAS MOLA A GAS TAMPA TRASEIRA NAKATA MG17278 ORIGINAL 81770 1S010 ORIGINAL 81770 1S011 ORIGINAL 81780 1S010 ORIGINAL 81780 1S011
6625;MGC16819;MGC16819;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA TRASEIRA;;MGC16819.jpg;;;; MGC16819 MOLA A GAS 81770-M4000 81770M4000 81780-M4000 81780M4000 HYUNDAI CRETA ACTION  MOLA A GAS MOLA A GAS TAMPA TRASEIRA ORIGINAL 81770-M4000 ORIGINAL 81780-M4000
6626;MGC19130;MGC19130;MOLA A GÁS;MOLAS A GÁS;MOLA A GÁS;TAMPA TRASEIRA;;MGC19130.jpg;;;; MGC19130 MOLA A GAS 19130 5U7 827 550 G 5U7827550G VOLKSWAGEN SAVEIRO G5 / G6 / G7 - TODOS OS MODELOS  MOLA A GAS MOLA A GAS TAMPA TRASEIRA ORIGINAL 5U7 827 550 G CODIGO ANTIGO 19130
